,creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreOri,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name
18,"Dec 7, 2020",True,False,False,False,http://gonewiththetwins.com/new/avengers-endgame-2019/,"The fight scenes, while chaotic and intermittently exhilarating, are unable to avoid repetition; such is the nature of invincible entities dueling other invincible entities.",2749124,7/10,POSITIVE,Mike Massie,http://resizing.flixster.com/aM-Zsf_SZ07guKCiaHui33QVy2M=/128x128/v1.YzszNjc3O2o7MTkxNzA7MjA0ODszMDA7MzAw,mike-massie,3719,Gone With The Twins
19,"Nov 20, 2020",True,False,False,False,http://reeltalkwithchuckandpam.com/avengers-endgame-chuck-highly-recommends-pam-highly-recommends/,"""Avengers: Endgame"" was a wonderful surprise, filling almost every minute (all 181 of them) with excitement, drama, humor, and visually interesting and entertaining intrigue.",2743889,4.0/4.0,POSITIVE,Charles Koplinski,http://resizing.flixster.com/tm_P0uTsCK_7z76j5N4pbc6hEsg=/128x128/v1.YzszODI1O2o7MTkxNzA7MjA0ODsxODA7MTgw,charles-koplinski,3848,Reel Talk with Chuck and Pam
20,"Nov 10, 2020",True,False,False,False,https://www.ksdk.com/article/entertainment/avengers-endgame-review-spectacular-soulful-rousing-finale-is-an-infinite-success/63-807c5cf4-dde2-4760-befb-50c11f0a902c,What The Russo Brothers did here is take high expectations and blow them out of the water with an emotionally thrilling finale. Get ready to be moved!,2741221,,POSITIVE,Dan Buffa,http://resizing.flixster.com/ddREpgi1Q2bhQ_AyHlB8Tou_kTg=/128x128/v1.YzszNjc2O2o7MTkxNzA7MjA0ODszMDA7MzAw,dan-buffa,3718,KSDK News (St. Louis)
21,"Sep 2, 2020",True,False,False,False,https://theindependentcritic.com/avengers_endgame,The only thing that I know for sure has ended with the Marvel Cinematic Universe is my patience.,2719291,2.5/4.0,POSITIVE,Richard Propes,http://resizing.flixster.com/TCqyryTDiY1pyJ1pHg6Vwl7eBJw=/128x128/v1.YzszODAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,richard-propes-27470,3826,TheIndependentCritic.com
22,"Aug 27, 2020",True,False,False,False,https://confessionsfromageekmind.com/2019/05/05/some-people-move-on-but-not-us-avengers-endgame-review/,"Endgame is nothing short of a deserved send-off to the Infinity Saga, stamping an impressive mark on the cultural psyche. It has been one hell of a ride.",2717123,4/5,POSITIVE,Kelechi Ehenulo,http://resizing.flixster.com/6ZJJXxN-YD1KuC6aEKjvx8sZAec=/128x128/v1.YzszNzAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,kelechi-ehenulo,3739,Confessions From A Geek Mind
23,"Aug 20, 2020",True,False,False,False,http://seventhartstudio.com/avengers-endgame-2019-resena/,"Part of the journey is the end, and this one is perfect for certain characters. An unprecedented movie in film history, and a very difficult feat to repeat. [Full review in Spanish]",2715209,9/10,POSITIVE,Victor Pineyro,http://resizing.flixster.com/HT7fhXI3E-c2z8HFVjpnReYXPfw=/128x128/v1.YzszNzg0O2o7MTkxNzA7MjA0ODszMDA7MzAw,victor-pineyro-27436,3813,Seventh Art Studio
24,"Aug 16, 2020",True,False,False,False,https://thenewdaily.com.au/entertainment/movies/2019/04/24/avengers-endgame-review/,"Neither the best nor the worst of times in the franchise, it's a bit like a sugar rush. Endgame delivers both epics highs and a following crash that leaves you feeling oddly empty.",2713949,3/5,POSITIVE,Stephen A. Russell,http://resizing.flixster.com/RCsWi9Jw9IaG960dTKjGcIbA8ss=/128x128/v1.YzszNzA2O2o7MTkxNzA7MjA0ODszMDA7MzAw,stephen-a-russell,3753,The New Daily (Australia)
25,"Jul 27, 2020",False,True,False,False,http://www.filmmonthly.com/film/avengers-endgame,"It's that the movie itself is overblown and half-baked, and without the audience, it's something of a glorified in-joke.",2708730,2.5/5,NEGATIVE,Matt Cipolla,http://resizing.flixster.com/vr3hCnQ5iQKznya1gld3NwzsfKk=/128x128/v1.YzszNzUxO2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-cipolla,1033,Film Monthly
26,"Jul 27, 2020",True,False,False,False,http://outtakemag.co.uk/reviews/2019/04/25/marvel-avengers-endgame/,"If Infinity War wanted to blow you away, Endgame wants to punch you in the gut and leave you a speechless, quivering wreck.",2708681,5 / 5,POSITIVE,James Hanton,http://resizing.flixster.com/TplTj3cTfQMEF56xVa_065P_E3c=/128x128/v1.YzszNzYzO2o7MTkxNzA7MjA0ODszMDA7MzAw,james-hanton,3794,Outtake Mag
27,"Jul 24, 2020",True,False,False,False,https://wtop.com/entertainment/2019/04/movie-review-avengers-endgame-delivers-the-super-send-off-youve-been-waiting-for/,"The 22nd installment is a fittingly epic, three-hour finale that packs all of the fan service you could ever want, laced with somber tones and emotional payoffs that will cause even the genre's biggest detractors to shed a tear.",2708019,3.5/4,POSITIVE,Jason Fraley,http://resizing.flixster.com/PafCpPksYD7dztJDfmAI2LTk8OM=/128x128/v1.Yzs0MDE5O2o7MTkxNzA7MjA0ODszMDA7MzAw,jason-fraley,3775,"WTOP (Washington, D.C.)"
28,"Jul 21, 2020",True,False,False,False,https://thirdcoastreview.com/2019/04/24/film-review-avengers-endgame/,"It's one of the funniest movies of the 20-plus in the franchise, but it's also the one that made me the most emotional. But more than anything, it left me satisfied and thrilled that I kept watching them through the years.",2706762,4/4,POSITIVE,Steven Prokopy,http://resizing.flixster.com/wm1t9VPD0e4QGxOFkYTibPVYd_s=/128x128/v1.YzszMzc0O2o7MTkxNzA7MjA0ODszMDA7MzAw,steven-prokopy,3477,Third Coast Review
29,"Jul 20, 2020",True,False,False,False,https://www.ndtv.com/entertainment/avengers-endgame-movie-review-this-superhero-film-delivers-the-world-and-more-4-stars-out-of-5-2029083,"For fans of the most successful franchise in movie history, Avengers: Endgame delivers the world - and more.",2706497,4/5,POSITIVE,Saibal Chatterjee,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,saibal-chatterjee,2651,NDTV
30,"Jul 13, 2020",True,False,False,False,https://www.flavourmag.co.uk/avengers-endgame-review/,"Epic and spectacular, an emotional rollercoaster that none of us will ever forget.",2704222,4/5,POSITIVE,Zehra Phelan,http://resizing.flixster.com/725wzvS3Kz1J5f33px-LQDQ9_fk=/128x128/v1.YzszNzM4O2o7MTkxNzA7MjA0ODszMDA7MzAw,zehra-phelan,3768,Flavourmag
31,"Jul 8, 2020",True,False,False,False,https://macguff.in/film-reviews/avengers-endgame/,Avengers: Endgame is the most 'superhero movie' superhero movie ever made.,2702726,B+,POSITIVE,Allen Almachar,http://resizing.flixster.com/CjIBBshjLQP1RvWaD5GyH6V8TE8=/128x128/v1.YzszNzIzO2o7MTkxNzA7MjA0ODszMDA7MzAw,allen-almachar,2864,The MacGuffin
32,"Jul 7, 2020",True,False,False,False,https://www.the-star.co.ke/sasa/entertainment/2019-05-04-avengers-endgame-is-a-fitting-tribute-to-the-long-running-franchise/,"The film is almost three hours long; long enough to tie up loose ends, as well as give foundation to a new generation of Avengers. When all is said and done, this was the hardest goodbye in the Marvel Universe.",2702335,,POSITIVE,Nabila Hatimy,http://resizing.flixster.com/5u9FXNMH3PXkHPQYd9qPxsgEHZw=/128x128/v1.YzszNjkwO2o7MTkxNzA7MjA0ODszMDA7MzAw,nabila-hatimy,3728,The Star (Kenya)
33,"Jul 7, 2020",True,False,False,False,https://polvora.com.mx/2019/04/26/critica-avengers-endgame/,"A genuine, spectacular, and moving love letter from the Marvel family, the world of comics and the Russo brothers to modern pop culture. [Full review in Spanish]",2702133,,POSITIVE,Ricardo Gallegos,http://resizing.flixster.com/ODeKHk83Ao1oB2v7bWKjdu_65bY=/128x128/v1.YzszNjkyO2o7MTkxNzA7MjA0ODszMDA7MzAw,ricardo-gallegos,3730,Pólvora
34,"Jul 5, 2020",True,False,False,False,https://www.youtube.com/watch?v=3mvAQdJT79w&list=PL0AQIMR-tpokewYGd4gbhOB-4_1Nl8DJF&index=8,A good movie with a breathtaking third act for any comic book fan.,2701829,3.5/4,POSITIVE,Doug Walker,http://resizing.flixster.com/Kso5aWNzbAvETgm9N21YRkZ1fYg=/128x128/v1.YzszNzAxO2o7MTkxNzA7MjA0ODszMDA7MzAw,doug-walker,3742,Channel Awesome
35,"Jun 30, 2020",True,False,False,False,https://www.thelastthingisee.com/2019/04/avengers-endgame-2019-movie-review.html,"While there are a few ho-hum moments, there are equally stunning, stirring, triumphant ones where it's damn near impossible not to cheer.",2700319,B+,POSITIVE,Brent McKnight,http://resizing.flixster.com/unYpHhDq7qCushsM7L5RigM5wJA=/128x128/v1.YzszNjk4O2o7MTkxNzA7MjA0ODszMDA7MzAw,brent-mcknight,3734,The Last Thing I See
36,"Jun 30, 2020",True,False,False,False,https://www.cosmo.ph/entertainment/honest-review-avengers-endgame-a1284-20190429-lfrm,"Overall, Endgame was a satisfying high-stakes adventure that was at times even unpredictable.",2700209,,POSITIVE,Nikki Francisco,http://resizing.flixster.com/2P_CyS_LIB_OKYAfN9WBA2RfwbY=/128x128/v1.YzszNzA0O2o7MTkxNzA7MjA0ODszMDA7MzAw,nikki-francisco,3736,Cosmopolitan (Philippines)
37,"Jun 28, 2020",True,False,False,False,https://www.kcci.com/article/movie-review-avengers-endgame/27286346,Avengers: Endgame is a masterfully triumphant epic. It's a superhero film on a scope and scale the likes of which we've never seen.,2699769,,POSITIVE,Damond Fudge,http://resizing.flixster.com/rmZ6Ht99Qb59lxgmp7E2jM2RENY=/128x128/v1.YzszNjk1O2o7MTkxNzA7MjA0ODsyMTgwOzIxODA,damond-fudge,3741,"KCCI (Des Moines, IA)"
38,"Jun 27, 2020",True,False,False,False,https://www.cinemaficionados.com/2019/04/critica-pelicula-avengers-endgame.html,"It puts my heart racing like a locomotive in some of the most spectacular sequences I have seen in this cinematic universe that, apparently, closes a cycle to open a new one. [Full review in Spanish]",2699676,7/10,POSITIVE,Yasser Medina,http://resizing.flixster.com/lTgFO288BqebXcLBnwKQcK4oUos=/128x128/v1.YzsxMDAwMDAyNjg0O3A7MTkxNzk7MjA0ODsyOTQ7Mjk0,yasser-medina,3731,Cinemaficionados
39,"Jun 24, 2020",True,False,False,False,https://exclaim.ca/film/article/avengers_endgame_is_a_nostalgic_sentimental_and_very_satisfying_finale-directed_by_anthony_russo_and_joe_russo,"The whole thing is as sentimental as it is exhilarating, but any cheesiness feels well-earned.",2698647,9/10,POSITIVE,Alex Hudson,http://resizing.flixster.com/5sakCF06s4EbU0zzt37TqfviI68=/128x128/v1.YzszNjc1O2o7MTkxNzA7MjA0ODszMDA7MzAw,alex-hudson,887,Exclaim!
40,"May 29, 2020",True,False,False,False,http://www.phawker.com/2019/04/25/cinema-this-is-the-end/,"All told, Endgame is a highly satisfying celebration of 10 years of the MCU, and a great bookend to the first three phases.",2693126,,POSITIVE,Dan Tabor,http://resizing.flixster.com/30eXcMkQoeMy7YZrlcGLBwWNm3I=/128x128/v1.YzszNTU1O2o7MTkxNzA7MjA0ODszMDA7MzAw,dan-tabor,3631,Phawker
41,"May 21, 2020",True,False,False,False,https://www.youtube.com/watch?v=iF0FOkmuXBA&list=PLfilE8-llLwwbmf5ou2TqNk1azRZLyBWQ&index=35,It was exactly what it needed to be and nothing more.,2691550,,POSITIVE,Avaryl Halley,http://resizing.flixster.com/C1BTfDOhIKabehemY5ug83TyWLA=/128x128/v1.YzszNTc1O2o7MTkxNzA7MjA0ODsxNDAwOzE0MDE,avaryl-halley,3639,Movie Bitches
42,"May 21, 2020",True,False,False,False,https://www.youtube.com/watch?v=iF0FOkmuXBA&list=PLfilE8-llLwwbmf5ou2TqNk1azRZLyBWQ&index=35,It was good.,2691553,,POSITIVE,Andrew Galdi,http://resizing.flixster.com/O2pFVuixQlA6milreVpVn7pt0Kk=/128x128/v1.YzszNTc2O2o7MTkxNzA7MjA0ODsxNDAwOzE0MDE,andrew-galdi,3639,Movie Bitches
43,"May 12, 2020",False,True,False,False,https://pnabarro.wordpress.com/2020/05/11/avengers-endgame/,I wouldn't have believed the breezy and tongue-in-cheek Avengers Assemble would evolve into such an odiously self-important endeavour a mere seven years later.,2689670,2/5,NEGATIVE,PJ Nabarro,http://resizing.flixster.com/19_cCFURhsdzfMkHalEVmN46jk0=/128x128/v1.YzszMTc4O2o7MTkxNzA7MjA0ODszMDA7MzAw,pj-nabarro,3237,Patrick Nabarro
44,"Feb 25, 2020",False,True,False,False,https://hyperallergic.com/498610/avengers-endgame-marvel-comics/,"As fun as the movie is, there's an undeniable hollowness at its core induced by its unwillingness to follow through on certain ideas and symbols.",2672348,,NEGATIVE,Dan Schindel,http://resizing.flixster.com/I6wqxDjm7t9R_s0l4T3JzA4d4Qk=/128x128/v1.YzsyNjM1O2c7MTkxNzA7MjA0ODsxNTA7MTUw,dan-schindel,3161,Hyperallergic
45,"Jan 11, 2020",True,False,False,False,http://ignorant-bliss.com/avengers-endgame-thoughts-spoiler-free/,podcast review,2659667,3.5/5,POSITIVE,Julian Lytle,http://resizing.flixster.com/AlCeyQE7J5c8lHJTUVZQIKVas4A=/128x128/v1.YzszNTY2O2o7MTkxNzA7MjA0ODszMDA7MzAw,julian-lytle,3635,Ignorant Bliss
46,"Jan 7, 2020",True,False,False,False,https://www.phoenixmag.com/2019/04/26/friday-flicks-avengers-and-family/,"I'm not naïve enough to suppose that anything I can say here is likely to change anyone's plans about going or not going, so I'll simply say that I enjoyed this silly but thrilling superhero free-for-all.",2658069,,POSITIVE,M.V. Moorhead,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,mv-moorhead,3619,Phoenix Magazine
47,"Jan 2, 2020",False,True,False,False,https://city-press.news24.com/Trending/heres-why-avengers-endgame-is-nothing-but-hype-20190502,"You would think they would go back to a time when Thanos was young and vulnerable and off him. They opt for a more intricate approach, which bored me.",2657465,2/5,NEGATIVE,Phumlani S Langa,http://resizing.flixster.com/7xfjQI41OQX0QIusFSnbabFz9e4=/128x128/v1.YzsyOTg5O2o7MTkxNzA7MjA0ODs0MTE7NDEx,phumlani-s-langa,3047,City Press (South Africa)
48,"Dec 26, 2019",False,True,False,False,https://www.newsreview.com/sacramento/best-worst-of-wide/content?oid=29488708,Avengers: Infinity War at least had the good taste to abstain from Jeremy Renner. No such luck in Endgame.,2656507,2/5,NEGATIVE,Daniel Barnes,http://resizing.flixster.com/eGRgi0sxcILAa33jaNULF6HPmno=/128x128/v1.YzszMTAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,daniel-barnes,599,Sacramento News & Review
49,"Dec 19, 2019",True,False,False,False,https://www.express.co.uk/entertainment/films/1117789/Avengers-4-Endgame-REVIEW-spoiler-free-Marvel-who-dies-Thanos-theories-release-date,"As expected, the film is carried by the original six Avengers, but it does a remarkable job of bringing virtually every memorable character from all 22 movies back onto the screen. It is a staggering reminder of past and present pleasures.",2655175,4/5,POSITIVE,Stefan Kyriazis,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,stefan-kyriazis,2149,Daily Express (UK)
50,"Dec 19, 2019",True,False,False,False,https://people.com/movies/review-avengers-endgame-fills-three-hour-runtime-with-epic-action-and-tremendous-heart/,Endgame definitively closes a few chapters in the Avengers saga in highly satisfying fashion. It is a tremendously entertaining intergalactic trip.,2655174,,POSITIVE,Kara Warner,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,kara-warner,856,People Magazine
51,"Dec 19, 2019",True,False,False,True,https://www.theaustralian.com.au/arts/film/game-of-stones/news-story/e28372a68547153eb5d6b6005d015633,"It is this part of the story, the human side, to narrow it down to our marginal planet, that holds the movie together for its three-hour run time.",2655172,3/5,POSITIVE,Stephen Romei,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,stephen-romei,1964,The Australian
52,"Dec 19, 2019",True,False,False,False,http://thefilmexperience.net/blog/2019/6/13/review-catch-up-superheroes-spies-gangsters-and-street-rats.html,"Though it takes far too long to get going (the early scenes are needlessly repetitive and this would have been sharper as a 140 minute movie or somesuch), once it's up and running it's full of thrills.",2655059,C+,POSITIVE,Nathaniel Rogers,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,nathaniel-rogers,1002,The Film Experience
53,"Dec 15, 2019",True,False,False,False,https://www.slashfilm.com/road-to-endgame-avengers-endgame/,"While the supporting cast members often feel like benched players, the remaining Avengers' arcs do, for the most part, pay off the stories the set up by the film's first hour.",2653908,,POSITIVE,Siddhant Adlakha,http://resizing.flixster.com/pF-xO4Q77rYjCi4wR3SO4fUl6iQ=/128x128/v1.YzszMDI4O2c7MTkxNzA7MjA0ODsxNTA7MTUw,siddhant-adlakha,1996,Slashfilm
54,"Dec 10, 2019",True,False,False,False,https://www.fotogramas.es/peliculas-criticas/a27245175/vengadores-endgame-critica-pelicula/,There will never be a Marvel film with an epic feel like this one. [Full Review in Spanish],2652467,4/5,POSITIVE,Manuel Piñón,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,manuel-pinon,2780,Fotogramas
55,"Dec 10, 2019",True,False,False,False,https://www.gamespot.com/articles/review-marvels-avengers-endgame-is-a-messy-but-enj/1100-6466424/,"An emotional, fulfilling ride...",2652373,,POSITIVE,Michael Rougeau,http://resizing.flixster.com/MCxpnr-ADj1frH4sQDQabKVmt2c=/128x128/v1.YzszNTUxO2o7MTkxNzA7MjA0ODszMDA7MzAw,michael-rougeau,1121,GameSpot
56,"Dec 10, 2019",True,False,False,False,https://www.esquire.com/entertainment/movies/a27256650/avengers-endgame-review-who-is-dead/,Endgame does what all the great Marvel movies do-it's a fun and funny action movie made by people who are experts at doing just that. But it's impossible not to be frustrated with how Marvel stumbled on the landing...,2652372,,POSITIVE,Matt Miller,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,matt-miller,2335,Esquire Magazine
57,"Dec 10, 2019",True,False,False,False,http://www.cambridgeday.com/2019/04/24/avengers-endgame-was-a-long-time-coming-and-its-another-exceptionally-long-time-going/,"...chock full of maudlin eddies that should have been pared back. That said, Endgame gets the job done, passing the baton as it closes out a long-running chapter with some sentimental eye rubs.",2652371,2.5/4,POSITIVE,Tom Meek,http://resizing.flixster.com/E30WS-6JkeBaDeVOUOqIbI6h7QQ=/128x128/v1.YzszNDA5O3A7MTkxNzA7MjA0ODszMDA7MzAw,tom-meek,2541,Cambridge Day
58,"Dec 10, 2019",True,False,False,False,https://www.flickfeast.co.uk/reviews/film-reviews/avengers-endgame-2019-film-review/,"The stakes to deliver a fitting finale to the Infinity Saga are immense. But Avengers: Endgame is so darn satisfying, it will be hard to find a blockbuster that will match its emotionality or excitement.",2652370,4/5,POSITIVE,Katie Smith-Wong,http://resizing.flixster.com/sc4J1vfH7dKR5hJgB1TResTSKeY=/128x128/v1.YzszNDcyO2o7MTkxNzA7MjA0ODszMDA7MzAw,katie-smith-wong,3449,Flick Feast
59,"Dec 10, 2019",True,False,False,False,https://siouxcityjournal.com/entertainment/movies/review-avengers-endgame-brings-surprises-tears-and-a-great-ending/article_05b67d6a-4fd7-516a-b674-a4da1cedd203.html,"To paraphrase Thanos, Oscar nominations are inevitable.",2652369,,POSITIVE,Bruce R. Miller,http://resizing.flixster.com/12-PfPzIdQZIj_fQLF3Ntydfw7Q=/128x128/v1.YzszNTUwO2o7MTkxNzA7MjA0ODszMDA7MzAw,bruce-r-miller,3624,Sioux City Journal
