,creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name,scoreOri
10,"Jan 29, 2021",True,False,False,False,http://seattlerefined.com/lifestyle/review-toy-story-4,"What Pixar does so well is they take something familiar or, in this case, done thrice before, and make it fresh ... Toy Story 4 is a beautiful bookend to a story that holds a special place in the hearts of many.",2760528,POSITIVE,Candice McMillan,http://resizing.flixster.com/QyaAiA09t7Vq1w1vZ8EeM4rhSFQ=/128x128/v1.YzszODYyO2o7MTkxNzA7MjA0ODszMDA7MzAw,candice-mcmillan,3890,Seattle Refined,
11,"Dec 7, 2020",True,False,False,False,http://gonewiththetwins.com/new/toy-story-4-2019/,"Although it's unusual for Pixar to continue a series for this long, if each new episode is going to remain this spectacular, keep them coming.",2749195,POSITIVE,Mike Massie,http://resizing.flixster.com/aM-Zsf_SZ07guKCiaHui33QVy2M=/128x128/v1.YzszNjc3O2o7MTkxNzA7MjA0ODszMDA7MzAw,mike-massie,3719,Gone With The Twins,8/10
12,"Nov 20, 2020",True,False,False,False,http://reeltalkwithchuckandpam.com/?p=928&preview=true,"Though the film covers much of the same ground from the three previous entries, there's still enough emotional gas in the tank to make this worth seeing.",2743933,POSITIVE,Charles Koplinski,http://resizing.flixster.com/tm_P0uTsCK_7z76j5N4pbc6hEsg=/128x128/v1.YzszODI1O2o7MTkxNzA7MjA0ODsxODA7MTgw,charles-koplinski,3848,Reel Talk with Chuck and Pam,3.5/4.0
13,"Oct 19, 2020",True,False,False,False,https://www.sootoday.com/columns/aisle-seat/movie-review-toy-story-4-1520859,"Toy Story 4 is more like an epilogue than a new chapter. A funny, moving, surreal epilogue filled with existential angst.",2735475,POSITIVE,Robert Slack,http://resizing.flixster.com/Yprf6S5rASEr_xzr7wPs49YwEe4=/128x128/v1.YzszODIzO2o7MTkxNzA7MjA0ODs0NTA7NDUw,robert-slack,3723,SooToday.com,
14,"Sep 26, 2020",True,False,False,False,https://theindependentcritic.com/toy_story_4,I'm not crying. You're crying.,2729280,POSITIVE,Richard Propes,http://resizing.flixster.com/TCqyryTDiY1pyJ1pHg6Vwl7eBJw=/128x128/v1.YzszODAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,richard-propes-27470,3826,TheIndependentCritic.com,3.5/4.0
15,"Sep 11, 2020",True,False,False,False,http://filmint.nu/toy-story-4-review-matthew-sorrento/,"Let's hope new renditions of Disney properties continue such correctives, and that genre revisionism will again be in service.",2722900,POSITIVE,Matthew Sorrento,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,matthew-sorrento,2019,Film International,7.5/10
16,"Aug 27, 2020",True,False,False,False,https://confessionsfromageekmind.com/2019/06/18/i-was-made-to-help-a-child-i-dont-remember-it-being-this-hard-toy-story-4-review/,Toy Story 4 proves there's still life in these toys in an emotionally heartfelt tale.,2717126,POSITIVE,Kelechi Ehenulo,http://resizing.flixster.com/6ZJJXxN-YD1KuC6aEKjvx8sZAec=/128x128/v1.YzszNzAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,kelechi-ehenulo,3739,Confessions From A Geek Mind,4/5
17,"Aug 15, 2020",True,False,False,False,https://vulturehound.co.uk/2019/06/they-go-off-and-do-things-youll-never-see-toy-story-4-film-review/,One of the most admirable things about Toy Story 4 is its refusal to bow to the easy call of nostalgia.,2713912,POSITIVE,Tom Beasley,http://resizing.flixster.com/K6DrN4aDh81Uz_PiIrJD-HFUL3Y=/128x128/v1.YzszNzc1O2o7MTkxNzA7MjA0ODszMDA7MzAw,tom-beasley,3201,VultureHound,4/5
18,"Jul 28, 2020",True,False,False,False,http://www.filmmonthly.com/film/toy-story-4,At least the end result is a fun jaunt. Anything past this would just tug its threads to a fray.,2708932,POSITIVE,Matt Cipolla,http://resizing.flixster.com/vr3hCnQ5iQKznya1gld3NwzsfKk=/128x128/v1.YzszNzUxO2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-cipolla,1033,Film Monthly,3.5/5
19,"Jul 27, 2020",True,False,False,False,http://outtakemag.co.uk/reviews/2019/06/22/toy-story-4-tom-hanks-annie-potts-tim-allen/,"Josh Cooley's feature debut is yet another showcase of heartfelt entertainment, alive with energy and delivering yet another tear-jerking roundhouse of a finale.",2708707,POSITIVE,James Hanton,http://resizing.flixster.com/TplTj3cTfQMEF56xVa_065P_E3c=/128x128/v1.YzszNzYzO2o7MTkxNzA7MjA0ODszMDA7MzAw,james-hanton,3794,Outtake Mag,4 / 5
20,"Jul 26, 2020",False,True,False,False,https://www.cinemaficionados.com/2019/11/toy-story-4-2019.html,"I notice the absence of magic, humor and sense of wonder that characterizes the three past films. [Full review in Spanish]",2708514,NEGATIVE,Yasser Medina,http://resizing.flixster.com/lTgFO288BqebXcLBnwKQcK4oUos=/128x128/v1.YzsxMDAwMDAyNjg0O3A7MTkxNzk7MjA0ODsyOTQ7Mjk0,yasser-medina,3731,Cinemaficionados,6/10
21,"Jul 24, 2020",True,False,False,False,https://wtop.com/entertainment/2019/06/movie-review-toy-story-4-is-an-enjoyable-if-unnecessary-sequel/,"If the ""Toy Story"" trilogy took us to infinity, the fourth installment just took us beyond. Here's hoping Woody hangs his hat here and goes out on top.",2708005,POSITIVE,Jason Fraley,http://resizing.flixster.com/PafCpPksYD7dztJDfmAI2LTk8OM=/128x128/v1.Yzs0MDE5O2o7MTkxNzA7MjA0ODszMDA7MzAw,jason-fraley,3775,"WTOP (Washington, D.C.)",3/4
22,"Jul 8, 2020",True,False,False,False,https://macguff.in/film-reviews/film-review-toy-story-4/,"It plays like a nice, warm, final hug before we all have to grow up and move on.",2702699,POSITIVE,Allen Almachar,http://resizing.flixster.com/CjIBBshjLQP1RvWaD5GyH6V8TE8=/128x128/v1.YzszNzIzO2o7MTkxNzA7MjA0ODszMDA7MzAw,allen-almachar,2864,The MacGuffin,A-
23,"Jul 8, 2020",True,False,False,False,https://www.flavourmag.co.uk/toy-story-4-review/,Woody and co will make you heartily smile in the heartfelt and wholesome fourth outing.,2702528,POSITIVE,Zehra Phelan,http://resizing.flixster.com/725wzvS3Kz1J5f33px-LQDQ9_fk=/128x128/v1.YzszNzM4O2o7MTkxNzA7MjA0ODszMDA7MzAw,zehra-phelan,3768,Flavourmag,4/5
24,"Jul 2, 2020",False,True,False,False,https://www.youtube.com/watch?v=--eaHGxMh24&list=PL0AQIMR-tpokxxcWYbRrZRCK0aymJ8ey_&index=19,"Competently done, but is that all you expect from Toy Story?",2701107,NEGATIVE,Doug Walker,http://resizing.flixster.com/Kso5aWNzbAvETgm9N21YRkZ1fYg=/128x128/v1.YzszNzAxO2o7MTkxNzA7MjA0ODszMDA7MzAw,doug-walker,3742,Channel Awesome,2.5/4
25,"Jun 30, 2020",True,False,False,False,https://nolisoli.ph/64134/toy-story-4-nfrancisco-20190626/,"It wastes none of its nearly two-hour screen time, packing the story with a lot of humanity and heart that guarantees once again that there are no dry eyes left once the credits roll.",2700219,POSITIVE,Nikki Francisco,http://resizing.flixster.com/2P_CyS_LIB_OKYAfN9WBA2RfwbY=/128x128/v1.YzszNzA0O2o7MTkxNzA7MjA0ODszMDA7MzAw,nikki-francisco,3743,Nolisoli.ph,
26,"Jun 28, 2020",True,False,False,False,https://www.kcci.com/article/movie-review-toy-story-4/28138116,A surprisingly fun and effective close to this venerable franchise.,2699752,POSITIVE,Damond Fudge,http://resizing.flixster.com/rmZ6Ht99Qb59lxgmp7E2jM2RENY=/128x128/v1.YzszNjk1O2o7MTkxNzA7MjA0ODsyMTgwOzIxODA,damond-fudge,3741,"KCCI (Des Moines, IA)",
27,"Jun 24, 2020",True,False,False,False,https://exclaim.ca/film/article/toy_story_4_is_a_sporking_good_and_worthy_finale-directed_by_josh_cooley,Pixar is still operating at God-level here.,2698645,POSITIVE,Alex Hudson,http://resizing.flixster.com/5sakCF06s4EbU0zzt37TqfviI68=/128x128/v1.YzszNjc1O2o7MTkxNzA7MjA0ODszMDA7MzAw,alex-hudson,887,Exclaim!,9/10
28,"Mar 10, 2020",True,False,False,False,http://cinemasight.com/review-toy-story-4-2019/,"Not as good as the prior two entries, this film is a fitting, if less impressive, conclusion.",2675991,POSITIVE,Wesley Lovell,http://resizing.flixster.com/zPoWdYxw_bFD7zHV8IZ2NFdyEI4=/75x100/v1.YzsyMDEwO2c7MTkxNzA7MjA0ODs3NTsxMDA,wesley-lovell,349,Cinema Sight,3.5/4
29,"Feb 20, 2020",True,False,False,False,https://www.youtube.com/watch?v=vI39M2umwkc&list=PLYIuAMO7HHjjMBXV3sEz6ssmoX3rvevyL&index=140&t=0s,I appreciate the high-level creativity in the storytelling...although there's nothing new to see...,2670809,POSITIVE,Shawn Edwards,http://resizing.flixster.com/B_O1D4vHh3BPewsITRC16vnhsRo=/128x128/v1.YzszMzU3O2o7MTkxNzA7MjA0ODsxNzg4OzE3ODg,shawn-edwards,3458,Fox 4 Kansas City,3/5
30,"Feb 6, 2020",True,False,False,False,https://www.thedigitalfix.com/film/content/108496/toy-story-4-review/,"It appears they have found another perfect ending for the franchise, and it's time to listen to that inner-voice and close the toy box once and for all.",2667389,POSITIVE,Steven Sheehan,http://resizing.flixster.com/QGmyhbBbgNUzXiPNoVoe8-8e9OE=/128x128/v1.YzszNTQ3O2o7MTkxNzA7MjA0ODszMDA7MzAw,steven-sheehan,3149,The Digital Fix,8/10
31,"Feb 4, 2020",True,False,False,False,https://battleroyalewithcheese.com/2020/02/toy-story-4-the-brwc-review/,"While not as good as the first two Toy Story pictures and probably not as good as the third, the heartfelt storyline and fun action scenes give audiences what they're looking for in a Pixar movie...",2666565,POSITIVE,Nick Boyd,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,nick-boyd,3042,Battle Royale With Cheese,
32,"Jan 21, 2020",True,False,False,False,https://www.cinema76.com/home/2019/6/21/toy-story-4-is-a-call-to-love-yourself-even-if-you-are-trash,"Rare is a character who has both a one-note comedy beat (executed beautifully) and an extreme amount of emotional depth. What makes Forky so compelling is not his existential crisis, but his deep empathy for others...",2662144,POSITIVE,Ryan Silberstein,http://resizing.flixster.com/xjJZzAjpCyhNiKUP89pZLDr_104=/128x128/v1.YzszODk1O3A7MTkxNzA7MjA0ODs2NTc7NjU3,ryan-silberstein,3138,Cinema76,
33,"Jan 14, 2020",True,False,False,False,https://www.spiritualityandpractice.com/films/reviews/view/28883/toy-story-4,The latest adventure from a franchise that encourages us to find and express our purpose in life.,2660169,POSITIVE,Frederic and Mary Ann Brussat,http://resizing.flixster.com/QJacW7JUjzRGcFhN6AT-SiV1qVg=/128x128/v1.YzszNjYzO2o7MTkxNzA7MjA0ODszMDA7MzAw,frederic-and-mary-ann-brussat,686,Spirituality & Practice,5/5
34,"Jan 10, 2020",True,False,False,False,https://idobi.com/review/film-review-toy-story-4/,Toy Story 4 is a wonderful film and a beautiful (maybe?) send-off for these characters. Take some time out this summer and see what will most likely be the best franchise movie of the year and possibly the early favorite for best-animated feature.,2659286,POSITIVE,Julian Lytle,http://resizing.flixster.com/AlCeyQE7J5c8lHJTUVZQIKVas4A=/128x128/v1.YzszNTY2O2o7MTkxNzA7MjA0ODszMDA7MzAw,julian-lytle,3344,idobi.com,9/10
35,"Jan 10, 2020",True,False,False,False,http://jamaica-gleaner.com/article/entertainment/20190701/toy-story-4-absolute-miracle,"The idea of a fourth Toy Story film was nothing short of troubling. Thankfully, graciously, and astoundingly, Toy Story 4 is fantastic.",2659148,POSITIVE,Damian Levy,http://resizing.flixster.com/jwNvlPhR0Jm-nhxkpitoH34WQBY=/128x128/v1.YzszOTMzO2o7MTkxNzA7MjA0ODsxMDgwOzEwODA,damian-levy,456,Jamaica Gleaner,G.O.A.T
36,"Dec 26, 2019",True,False,False,False,https://www.newsreview.com/sacramento/best-worst-of-wide/content?oid=29488708,"Nobody except the suits at Disney clamored for a fourth Toy Story movie, and yet Pixar somehow made an unnecessary sequel that feels indispensable.",2656505,POSITIVE,Daniel Barnes,http://resizing.flixster.com/eGRgi0sxcILAa33jaNULF6HPmno=/128x128/v1.YzszMTAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,daniel-barnes,599,Sacramento News & Review,4/5
37,"Dec 20, 2019",True,False,False,False,https://www.toledoblade.com/movies/2019/06/18/movie-review-toy-story-pixar-woody-buzz-lightyear-bo-peep,"Toy Story 4 is the first film in the series to introduce the concept that a toy can love another toy, and their developing relationship will pull at your heart.",2655603,POSITIVE,Kirk Baird,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,kirk-baird,2478,Toledo Blade,4.5/5
38,"Dec 10, 2019",True,False,False,False,https://elpais.com/cultura/2019/06/20/actualidad/1561048809_769052.html,There are many wonderful surprises throughout. [Full Review in Spanish],2652636,POSITIVE,Carlos Boyero,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,carlos-boyero,2703,El Pais (Spain),
39,"Dec 10, 2019",True,False,False,False,https://www.popmatters.com/toy-story-4-consolation-uselessness-2640182735.html?rebelltitem=1#rebelltitem1,"The film surpasses its predecessors as a work of supreme visual splendour: rendering the minutiae of a rainstorm, or (in a slightly more foreboding manner) the membranous layers of dust in an antique store with hyperreal precision.",2652585,POSITIVE,James Baxter,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,james-baxter,368,PopMatters,
40,"Dec 10, 2019",True,False,False,False,https://www.cinemablend.com/reviews/2474959/toy-story-4-review,"Not only is Toy Story 4 is the sequel I never knew I needed, it's quite possibly, the best Toy Story to ever be told.",2652584,POSITIVE,Mike Reyes,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,mike-reyes,1108,CinemaBlend,4.5/5
41,"Dec 10, 2019",True,False,False,False,https://www.rochestercitynewspaper.com/rochester/film-review-toy-story-4/Content?oid=10465507,"I admit that in the past I've felt skeptical of the need for a new Toy Story movie. But then one opens and it wins me over, finding new ways to wring emotion and heart from a story that appeared to have run its course.",2652583,POSITIVE,Adam Lubitow,http://resizing.flixster.com/M67s9FSh0yHHvXeF2aFi2ipL76A=/128x128/v1.YzsyOTcyO2o7MTkxNzA7MjA0ODs3MTM7NzEz,adam-lubitow,3079,Rochester City Newspaper,
42,"Dec 10, 2019",True,False,False,False,https://siouxcityjournal.com/entertainment/movies/review-toy-story-gives-familiar-characters-a-nice-exit/article_e0de81cd-5b0f-5f2e-a082-eb7b4092d990.html,"Director Josh Cooley offers plenty of excitement but he also introduces a raft of new characters -- from an antique store, a carnival and a bedroom that, frankly, has too many toys to begin with.",2652582,POSITIVE,Bruce R. Miller,http://resizing.flixster.com/12-PfPzIdQZIj_fQLF3Ntydfw7Q=/128x128/v1.YzszNTUwO2o7MTkxNzA7MjA0ODszMDA7MzAw,bruce-r-miller,3624,Sioux City Journal,
43,"Dec 10, 2019",True,False,False,False,https://brightestyoungthings.com/articles/movie-review-toy-story-4,"Toy Story 4 is the most fun film of 2019 so far, and the fact that it's also able to imbue this story with a catharsis, stakes and emotional moments is just icing on the cake.",2652579,POSITIVE,Ross Bonaime,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,ross-bonaime,2951,Brightest Young Things,95/100
44,"Dec 10, 2019",True,False,False,True,https://www.irishtimes.com/culture/film/toy-story-4-a-bolted-on-afterthought-to-a-tidy-trilogy-1.3929513,Not absolute top-flight Pixar. No embarrassment either.,2652577,POSITIVE,Donald Clarke,http://resizing.flixster.com/289Du0nUXwBNCjspWOjIQk8MAQs=/128x128/v1.YzsyNzkwO2c7MTkxNzA7MjA0ODsxNTA7MTUw,donald-clarke,228,Irish Times,3/5
45,"Dec 10, 2019",True,False,False,False,https://www.deseret.com/2019/6/17/20675811/movie-review-toy-story-4-is-more-of-a-coda-than-a-capstone-and-that-s-ok#buzz-lightyear-tim-allen-from-left-bunny-jordan-peele-ducky-keegan-michael-key-woody-tom-hanks-and-bo-peep-annie-potts-in-a-scene-from-toy-,"Toy Story 4 is more of a coda than a capstone. But given its strengths, maybe that's OK.",2652492,POSITIVE,Court Mann,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,court-mann,121,Deseret News (Salt Lake City),3/4
46,"Dec 10, 2019",False,True,False,True,https://www.chicagoreader.com/chicago/toy-story-4/Film?oid=70962021,"Pixar by the numbers, this third and largely unnecessary sequel to Toy Story delivers everything you'd expect from the animation studio, minus the warmth, wit, and dread.",2652488,NEGATIVE,Ben Sachs,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,ben-sachs,66,Chicago Reader,
47,"Dec 10, 2019",True,False,False,True,https://film.avclub.com/toy-story-4-is-the-breeziest-but-also-the-strangest-ent-1835490558,Toy Story 4 is so fast and light on its feet that it's easy to ignore that it's a pretty minor adventure.,2652480,POSITIVE,A.A. Dowd,http://resizing.flixster.com/nA9fq2NHOSzrcRR1oh8KEf2W6AA=/128x128/v1.YzsxMDAwMDAyNjk0O2o7MTkxNzk7MjA0ODs0MDA7NDAw,aa-dowd,833,AV Club,B
48,"Nov 29, 2019",True,False,False,False,https://indyweek.com/culture/screen/toy-story-4-movie-review/,"What might be the finale of this seminal series misses a chance to break new ground, but it ultimately lands on the truth about its central character.",2649852,POSITIVE,Neil Morris,http://resizing.flixster.com/R9bgUWhamnLSAKxKpP0f2RYBZwE=/128x128/v1.YzszNTQxO2o7MTkxNzA7MjA0ODszMDA7MzAw,neil-morris,2711,INDY Week,3/5 stars
49,"Nov 22, 2019",True,False,False,False,https://www.twincitieslive.com/only-on-tcl/tcl-movie-trip-and-movies/5920/6-21-movie-trip/,Pixar pulls out all the stops for Toy Story 4. oy Story 4 provides the closure you didn't think you needed for this franchise.,2648093,POSITIVE,Paul McGuire Grimes,http://resizing.flixster.com/iJwqr_rDykbS3yR4RM2lI_u0WHw=/128x128/v1.YzszNTQ1O2o7MTkxNzA7MjA0ODszMDA7MzAw,paul-mcguire-grimes,3614,"KSTP-TV (St. Paul, MN)",4.5/5
50,"Nov 22, 2019",True,False,False,False,https://www.memphisflyer.com/memphis/toy-story-4/Content?oid=20819680,"The existence of Forky (Tony Hale) foregrounds all sorts of existential questions that hover around the Toy Story premise. He asks the first one himself: ""Why am I alive?"" Best not to think about it too much, Forky.",2647991,POSITIVE,Chris McCoy,http://resizing.flixster.com/9QYTF_nSAcA49iax-OaNjXGsdds=/128x128/v1.YzszNTM2O2o7MTkxNzA7MjA0ODszMDA7MzAw,chris-mccoy,284,Memphis Flyer,
51,"Nov 21, 2019",True,False,False,False,https://youtu.be/r58tfYvaiDE,"It felt good to just come in and have a nice movie. This is just nice, and sweet, and endearing, and I think I kind of love it.",2647854,POSITIVE,Nathaniel Wayne,http://resizing.flixster.com/ZuDXi9RxpA15jJhFe2B0TUZweSY=/128x128/v1.YzszNTQwO3A7MTkxNzA7MjA0ODsyMzU1OzMwMDA,nathaniel-wayne,3618,Council of Geeks,
52,"Nov 7, 2019",True,False,False,False,https://www.flickfeast.co.uk/reviews/film-reviews/toy-story-4-2019-film-review/,"Although it may feel redundant, Toy Story 4 encapsulates the comedy, nostalgia and emotion that makes the series so great.",2643328,POSITIVE,Katie Smith-Wong,http://resizing.flixster.com/sc4J1vfH7dKR5hJgB1TResTSKeY=/128x128/v1.YzszNDcyO2o7MTkxNzA7MjA0ODszMDA7MzAw,katie-smith-wong,3449,Flick Feast,4/5
53,"Oct 21, 2019",True,False,False,False,https://creativescreenwriting.com/pixar-is-four-for-four-with-toy-story-4/,"As if being one of the greatest trilogies in film history wasn't enough for the Toy Story franchise, along comes a fourth feature that's just as fun, witty, and incredibly moving as the first three.",2637769,POSITIVE,Jeff York,http://resizing.flixster.com/FboPx3fCuNHCKLDGgnfjKoTERBg=/128x128/v1.YzszNTAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,jeff-york,3591,Creative Screenwriting,
54,"Oct 19, 2019",True,False,False,False,https://elementsofmadness.com/2019/10/19/toy-story-4/,"Having only recently watched [Toy Story] 3, the closure in [Toy Story] 4 is more concrete and serves as a fitting conclusion for a series that's been about duty, friendship, and caring for others.",2637391,POSITIVE,Douglas Davidson,http://resizing.flixster.com/Z4gLqlGS2PcEBh4InLeGMFxF2Xg=/128x128/v1.YzszMTU1O2o7MTkxNzA7MjA0ODszMDA7MzAw,douglas-davidson,3247,Elements of Madness,4/5
55,"Oct 1, 2019",True,False,False,False,https://www.scpr.org/programs/filmweek/2019/06/21/64613/filmweek-toy-story-4-child-s-play-wild-rose-and-mo/,"It is a bit of a reboot... If you can get past that, I think there are some wonderful, charming things here.",2631380,POSITIVE,Wade Major,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,wade-major,3509,FilmWeek (KPCC - NPR Los Angeles),
56,"Sep 26, 2019",True,False,False,False,https://isolatednation.com/articles/2019/6/15/film-review-pixar-finds-its-mojo-again-with-toy-story-4,"While I'm still not sure if Toy Story 4 is wholly necessary (3 ended things on such a beautiful note), the series still proves it has heart and visual creativity in unnatural abundance.",2629650,POSITIVE,Rhys Tarling,http://resizing.flixster.com/2T3Kq6LSPHCxy0a38wVroq4dQ8M=/128x128/v1.YzszNDYyO2o7MTkxNzA7MjA0ODszMDA7MzAw,rhys-tarling,3547,Isolated Nation,4/5
57,"Sep 17, 2019",True,False,False,False,http://www.moviejawn.com/home/2019/6/21/toy-story-4,"...Toy Story 4 is beyond satisfying and tear-inducing (jeesh, Pixar give my tear ducts a break), with even more closure than the third installment.",2626791,POSITIVE,Jaime Davis,http://resizing.flixster.com/M2N08WehDq4Lsy65Zfry1jKCe6k=/128x128/v1.YzszODk0O2o7MTkxNzA7MjA0ODsxMTUyOzExNTI,jaime-davis,3013,MovieJawn,
58,"Sep 16, 2019",True,False,False,False,https://www.stltoday.com/suburban-journals/illinois/life/matdekinder/toy-story-maintains-franchise-s-ridiculously-high-standards-of-quality/article_f6f2667b-ac61-548c-96e4-87fb4f89011f.html,"While all of the ""Toy Story"" movies have dealt with themes of friendship and finding your place in the world, ""Toy Story 4"" drives home the fact the toys are emotional avatars for all of the parents in the audience.",2626503,POSITIVE,Mathew DeKinder,http://resizing.flixster.com/tOtQJLGR67dzMJvUA30L0bjZH7k=/38x42/v1.YzsyNDA2O2c7MTkxNzA7MjA0ODszODs0Mg,mathew-dekinder,2527,Suburban Journals of St. Louis,4/5
59,"Aug 30, 2019",True,False,False,False,http://proximatanda.com/cine/critica-toy-story-4-pixar/,The fourth entry in Pixar's first and best franchise returns to some familiar places while finding a couple of new themes to explore. [Full Review in Spanish],2620604,POSITIVE,Mario Alegre,http://resizing.flixster.com/SvzRCDw3xCoZkExm6E4LtBNVyIQ=/128x128/v1.YzsyODE4O2c7MTkxNzA7MjA0ODsxNTA7MTUw,mario-alegre,2934,Próxima Tanda,3.5/5
