,creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreOri,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name
10,"Oct 19, 2020",False,True,False,False,https://48hills.org/2017/12/screen-grabs-california-typewriter/,"It's certainly a handsome piece of escapist-touristic fantasy, though I remain skeptical of Guadagnino, who often seems truer to his sideline as a luxury-product advertiser than he does to the narrative and psychological depth...",2735419,,NEGATIVE,Dennis Harvey,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,dennis-harvey,2976,48 Hills
11,"Sep 4, 2020",True,False,False,False,https://theindependentcritic.com/call_me_by_your_name,One of 2017's most engaging and loving films.,2720575,3.0/4.0,POSITIVE,Richard Propes,http://resizing.flixster.com/TCqyryTDiY1pyJ1pHg6Vwl7eBJw=/128x128/v1.YzszODAzO2o7MTkxNzA7MjA0ODszMDA7MzAw,richard-propes-27470,3826,TheIndependentCritic.com
12,"Jul 25, 2020",False,True,False,False,http://frame.land/after-almost-a-whole-year-im-finally-accepting-that-i-dont-like-call-me-by-your-name-this-is-why/,"[I]ncredibly seedy and oft-fetishized . . . In the world of Call Me by Your Name, this sort of behavior is literal, and it's abusive.",2708316,,NEGATIVE,Matt Cipolla,http://resizing.flixster.com/vr3hCnQ5iQKznya1gld3NwzsfKk=/128x128/v1.YzszNzUxO2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-cipolla,3380,Frameland
13,"Jul 3, 2020",True,False,False,False,https://polvora.com.mx/2017/12/05/llamame-por-tu-nombre-call-me-by-your-name/,"Chalamet's performance is subtle but thorough, his body language conveys so many feelings... his stare is the reflection of the love he desires. [Full review in Spanish]",2701613,,POSITIVE,Ricardo Gallegos,http://resizing.flixster.com/ODeKHk83Ao1oB2v7bWKjdu_65bY=/128x128/v1.YzszNjkyO2o7MTkxNzA7MjA0ODszMDA7MzAw,ricardo-gallegos,3730,Pólvora
14,"Jul 1, 2020",True,False,False,False,https://reviewfilmreview.wordpress.com/2018/01/26/call-me-by-your-name-2017/,"[T]here is nothing else in their world of two, no other possible reference ... The film is powerful not in spite of the fact that it's a summer fling, but because of it.",2700616,,POSITIVE,CJ Sheu,http://resizing.flixster.com/c4uttgji60M5WBA79TS32dvWt3M=/128x128/v1.YzszNjg3O2o7MTkxNzA7MjA0ODszMDA7MzAw,cj-sheu,3733,Review Film Review
15,"Jun 27, 2020",True,False,False,False,https://www.cinemaficionados.com/2018/01/critica-pelicula-call-me-by-your-name.html,It frames the honesty of human feelings with a lucidity that transcends any sexual sphere. It is a good movie. [Full review in Spanish],2699621,7/10,POSITIVE,Yasser Medina,http://resizing.flixster.com/lTgFO288BqebXcLBnwKQcK4oUos=/128x128/v1.YzsxMDAwMDAyNjg0O3A7MTkxNzk7MjA0ODsyOTQ7Mjk0,yasser-medina,3731,Cinemaficionados
16,"Jun 22, 2020",True,False,False,False,https://battleroyalewithcheese.com/2017/11/call-me-by-your-name-review/,"Call Me by Your Name transcends because it dares to not only ask, but also answer the question posed by so many love stories throughout history: was the love worth the pain? Yes. Without a doubt, it was.",2697827,,POSITIVE,Alton Williams,http://resizing.flixster.com/KZEJCNOLyJbLHumuwfmtoFoUVN4=/128x128/v1.YzszNTc0O2o7MTkxNzA7MjA0ODszMDA7MzAw,alton-williams,3042,Battle Royale With Cheese
17,"Jun 3, 2020",True,False,False,False,https://www.ebar.com/arts_&_culture/movies/253296,A delicious boy-meets-boy romance.,2693989,,POSITIVE,David Lamble,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,david-lamble,826,Bay Area Reporter
18,"May 20, 2020",True,False,False,False,https://thirdcoastreview.com/2017/12/14/film-review-call-me-your-name/,"The director's use of location is almost too good to be true, and will likely make you want to book at trip to Italy immediately.",2691295,,POSITIVE,Steven Prokopy,http://resizing.flixster.com/wm1t9VPD0e4QGxOFkYTibPVYd_s=/128x128/v1.YzszMzc0O2o7MTkxNzA7MjA0ODszMDA7MzAw,steven-prokopy,3477,Third Coast Review
19,"May 13, 2020",True,False,False,False,https://www.youtube.com/watch?v=KPwrVKg-gx8&list=PLfilE8-llLwwbmf5ou2TqNk1azRZLyBWQ&index=114,I still enjoyed a lot of this movie.,2689912,,POSITIVE,Avaryl Halley,http://resizing.flixster.com/C1BTfDOhIKabehemY5ug83TyWLA=/128x128/v1.YzszNTc1O2o7MTkxNzA7MjA0ODsxNDAwOzE0MDE,avaryl-halley,3639,Movie Bitches
20,"May 13, 2020",False,True,False,False,https://www.youtube.com/watch?v=KPwrVKg-gx8&list=PLfilE8-llLwwbmf5ou2TqNk1azRZLyBWQ&index=114,There wasn't nearly enough Italy porn or gay porn.,2689907,,NEGATIVE,Andrew Galdi,http://resizing.flixster.com/O2pFVuixQlA6milreVpVn7pt0Kk=/128x128/v1.YzszNTc2O2o7MTkxNzA7MjA0ODsxNDAwOzE0MDE,andrew-galdi,3639,Movie Bitches
21,"Mar 25, 2020",True,False,False,True,https://www.chicagoreader.com/chicago/call-me-by-your-name/Film?oid=35668022,"A modern-day Visconti, Italian director Luca Guadagnino (I Am Love) grants us entry into a world not only of wealth but of culture, which can be just as liberating.",2679269,,POSITIVE,J. R. Jones,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,j-r-jones,66,Chicago Reader
22,"Feb 10, 2020",False,True,False,False,http://msenscene.com/2018/01/04/call-me-when-youre-25-the-deeply-uncomfortable-romance-of-call-me-by-your-name/,"Call Me By Your Name is one of the most beautiful films I saw in 2017, but ultimately it left me unsettled.",2668191,,NEGATIVE,Megan Purdy,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,megan-purdy,3332,Ms En Scene
23,"Feb 8, 2020",True,False,False,False,https://hyperallergic.com/415240/a-queer-love-story-thats-gorgeous-if-not-groundbreaking/,"The movie contributes little to the urgent contemporary project of diversifying representation... Yet, for two hours and change, Call Me By Your Name is an overwhelmingly pleasant and seductive place to live.",2667886,,POSITIVE,James Loop,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,james-loop,3161,Hyperallergic
24,"Jan 28, 2020",True,False,False,False,http://www.thecanadiancrew.com/reviews/2017/9/7/tiff-17-day-1-call-me-by-your-name-the-killing-of-a-sacred-deer-loveless,"The film (adapted by James Ivory) is beyond lovely and methodical, covering every aspect of the life of an adolescent at a critical moment of his growth.",2664241,5/5,POSITIVE,Jorge Ignacio Castillo,http://resizing.flixster.com/HKKTny0Hr9DNQNHN-QvgQtzX8nc=/128x128/v1.YzszMTM4O2o7MTkxNzA7MjA0ODszMDA7MzAw,jorge-ignacio-castillo-23448,3224,The Canadian Crew
25,"Jan 17, 2020",True,False,False,False,https://www.memphisflyer.com/memphis/call-me-by-your-name/Content?oid=10957186,"Guadagnino has absorbed some of that Merchant Ivory mojo, with its sotto vocce emotions and divine European languor. But he's also fallen victim to his inspiration's vices as well.",2661181,,POSITIVE,Chris McCoy,http://resizing.flixster.com/9QYTF_nSAcA49iax-OaNjXGsdds=/128x128/v1.YzszNTM2O2o7MTkxNzA7MjA0ODszMDA7MzAw,chris-mccoy,284,Memphis Flyer
26,"Dec 6, 2019",True,False,False,False,https://midwestfilmjournal.com/2018/01/19/call-me-by-your-name/,A timeless and sumptuous tale of the rarity and fullness of love.,2651570,,POSITIVE,Aly Caviness,http://resizing.flixster.com/gNUsonRIEfxeO7TAlBZ8FLebeqQ=/128x128/v1.YzszNTQ4O2o7MTkxNzA7MjA0ODszMDA7MzAw,aly-caviness,2952,Midwest Film Journal
27,"Nov 12, 2019",True,False,False,False,https://www.flickfeast.co.uk/reviews/film-reviews/bfi-lff-2017-call-me-by-your-name-2017/,"At its heart, Call Me By Your Name is bittersweet, melancholic yet ultimately uplifting - just like first love.",2644831,4/5,POSITIVE,Katie Smith-Wong,http://resizing.flixster.com/sc4J1vfH7dKR5hJgB1TResTSKeY=/128x128/v1.YzszNDcyO2o7MTkxNzA7MjA0ODszMDA7MzAw,katie-smith-wong,3449,Flick Feast
28,"Oct 18, 2019",True,False,False,False,https://cinemasiren.com/cinema-siren/call-name-review-transcendent-lush-love-story/,"It is a lyrical, mesmerizing, experience at the cinema that numbers among the best movies of the year.",2637098,5/5,POSITIVE,Leslie Combemale,http://resizing.flixster.com/QBvS-tBBxj6qRuiLo6V4aO4Kf10=/128x128/v1.YzszMTk3O2o7MTkxNzA7MjA0ODszMDA7MzAw,leslie-combemale,3276,Cinema Siren
29,"Oct 10, 2019",True,False,False,False,https://moviesandshakers.com/call-me-by-your-name/,"This film is a beautifully shot lavish love letter to Italy, but even more, the slow unfolding of a love affair that meant something to two men who knew it would not continue.",2634599,,POSITIVE,Linda and Al Lerner,http://resizing.flixster.com/C_uD6-d1u1Bxcwm7P1EnFlYahQ4=/128x128/v1.YzszMzIyO2o7MTkxNzA7MjA0ODszMDA7MzAw,linda-and-al-lerner,3417,Movies and Shakers
30,"Oct 4, 2019",True,False,False,False,https://www.ioncinema.com/reviews/call-me-by-your-name-luca-guadagnino-review,"This gently provocative new film is an insightful portrait of not just the awkward ungainliness of first love, but the intensely defining nature of how its effects define identities and trajectories.",2632742,3.5/5,POSITIVE,Nicholas Bell,http://resizing.flixster.com/MIIMosEKia8SyQPQ2GGGaxj4Q6w=/128x128/v1.YzszMDExO2o7MTkxNzA7MjA0ODs4NzI7ODcy,nicholas-bell,3108,IONCINEMA.com
31,"Sep 16, 2019",True,False,False,False,https://www.newshub.co.nz/home/entertainment/2017/12/review-call-me-by-your-name-a-breathtaking-critical-barnstormer.html,Their love story is one for the cinematic ages.,2626661,5/5,POSITIVE,Kate Rodger,http://resizing.flixster.com/i-D-PABLjJOPywi4lbuoXnBKIbU=/128x128/v1.YzszNDM2O2o7MTkxNzA7MjA0ODszMDA7MzAw,kate-rodger,3001,Newshub (NZ)
32,"Aug 5, 2019",True,False,False,False,https://smashcutreviews.com/2017/11/call-me-by-your-name-review/,"For such a simple story, the thematic depths that Call Me By Your Name covers is incredibly impressive.",2612255,5/5,POSITIVE,Karl Delossantos,http://resizing.flixster.com/Rtaec6dNX4Gp5zMnDeVed1EukZU=/128x128/v1.YzszNDE1O2o7MTkxNzA7MjA0ODszMDA7MzAw,karl-delossantos,3521,Smash Cut Reviews
33,"Aug 1, 2019",True,False,False,False,https://www.espinof.com/criticas/call-me-by-your-name-es-una-maravillosa-celebracion-del-primer-amor,"'Call Me By Your Name' is a wonder, a film that leaves you with a smile on your face and with a good feeling similar to that unexpected breeze on a hot summer afternoon. [Full Review in Spanish]",2610696,,POSITIVE,Mikel Zorrilla,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,mikel-zorrilla,2621,Espinof
34,"Jul 31, 2019",True,False,False,False,https://www.espinof.com/criticas/call-me-by-your-name-recupera-el-gran-cine-de-iniciacion-romantico-a-pesar-de-sus-excesos,"It is precisely its honesty that makes it an indelible, charmingly melancholic journey. [Full Review in Spanish]",2610254,,POSITIVE,Jorge Loser,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jorge-loser,2621,Espinof
35,"Jul 21, 2019",True,False,False,False,https://thefilmfrenzy.com/2018/01/19/call-me-by-your-name-thats-amore/,"A lovely film that works on various levels, not least being its insistence on lush visual cues.",2607348,3.5/4,POSITIVE,Matt Brunson,http://resizing.flixster.com/_i-2i3zO3Trs9FaTAcdK7q-VzAQ=/38x42/v1.YzsxNzI4O2o7MTkxNzA7MjA0ODszODs0Mg,matt-brunson,3324,Film Frenzy
36,"Jul 6, 2019",True,False,False,False,https://www.boulderweekly.com/entertainment/love-my-way/,Love my way.,2602775,,POSITIVE,Michael J. Casey,http://resizing.flixster.com/36942orCbf_8ou4PDsEMjhaIxJA=/128x128/v1.YzszMzEyO2o7MTkxNzA7MjA0ODszMDA7MzAw,michael-j-casey,1527,Boulder Weekly
37,"Jun 4, 2019",True,False,False,False,http://www.fromthefrontrow.net/2017/12/review-call-me-by-your-name-2017.html,"A masterpiece; a wise, wonderful, and perfectly crafted romance that lingers and enchants, standing tall as one of the finest cinematic achievements in recent memory.",2593267,4/4,POSITIVE,Matthew Lucas,http://resizing.flixster.com/wSHihe9BXLrE5YDxMR68GUC5bP8=/128x128/v1.YzszMzgzO2o7MTkxNzA7MjA0ODszMDA7MzAw,matthew-lucas,3484,From the Front Row
38,"May 9, 2019",True,False,False,False,http://www.babblingblonde.com/call-me-by-your-name-is-quintessential-queer-cinema/,"Call Me By Your Name is an exquisite queer love story that might be through the lens of two gay men, but it speaks to the hearts of everyone, everywhere.",2585073,,POSITIVE,Beth McDonough,http://resizing.flixster.com/GFBtrErZgCdLWB0rJUazGm6B6jk=/128x128/v1.YzszMzMyO2o7MTkxNzA7MjA0ODszMDA7MzAw,beth-mcdonough,3429,The Babbling Blonde
39,"Apr 26, 2019",True,False,False,False,http://www.wearemoviegeeks.com/2017/12/call-name-review/,Call Me By Your Name is a visually stunning film and a romantic tale of forbidden love.,2580978,4/5,POSITIVE,Cate Marquis,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,cate-marquis,3426,We Are Movie Geeks
40,"Apr 24, 2019",True,False,False,False,https://youtu.be/RTwFHhmfr0c,A beautiful film.,2580268,,POSITIVE,Dan Murrell,http://resizing.flixster.com/jlyniuwwf8DpZQDQpKt5_CyheJM=/128x128/v1.YzszMDYwO2c7MTkxNzA7MjA0ODsxNTA7MTUw,dan-murrell,2372,Screen Junkies
41,"Apr 20, 2019",True,False,False,False,http://moviemezzanine.com/sundance-2017-dispatch-three-distinct-love-stories/,"Luca Guadagnino's film is sumptuous, sultry, and sincere. It's soaked with sensuality but defined by restrained tension and yearning expectation.",2579226,,POSITIVE,Marshall Shaffer,http://resizing.flixster.com/oGJbHjUDLFi2Mr3LehBSR6SQaz4=/128x128/v1.YzszMjgwO2o7MTkxNzA7MjA0ODszMDA7MzAw,marshall-shaffer,2563,Movie Mezzanine
42,"Apr 5, 2019",True,False,False,False,https://www.featuringfilm.com/2018/01/call-me-by-your-name-love-in-unexpected.html,Its refreshing to watch a movie which embraces the past without sacrificing the present.,2574197,,POSITIVE,Wendy Shreve,http://resizing.flixster.com/2E3hLCRJNM_4Io_jjZBrL3Mq6bM=/128x128/v1.YzszMjA1O2o7MTkxNzA7MjA0ODszMDA7MzAw,wendy-shreve,3287,Featuring Film
43,"Mar 17, 2019",True,False,False,False,https://cinelipsis.com/2018/03/15/critica-cine-call-me-by-your-name-2017/,A beautiful depiction of honesty and love. I felt touched by the force of its main character. [Full review in Spanish].,2567961,3.5/4,POSITIVE,Federico Furzan,http://resizing.flixster.com/RFvzVZ60mMSUNSpzuzUqSfmt_VU=/128x128/v1.YzszODI3O2o7MTkxNzA7MjA0ODszMDA7MzAw,federico-furzan,3315,Cinelipsis
44,"Mar 7, 2019",True,False,False,False,https://oneroomwithaview.com/2017/02/16/call-name-berlinale-2017-review/,"While making comparisons is nearly always reductive, Call Me By Your Name feels like Brokeback Mountain via Richard Linklater - which hopefully sounds like a compliment because it is meant as a huge one.",2565049,5/5,POSITIVE,Christopher Preston,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,christopher-preston,3078,One Room With A View
45,"Feb 28, 2019",True,False,False,False,https://54disneyreviews.com/2017/12/27/current-mini-reviews-7/,I enjoyed the leisurely pace and the great writing by James Ivory.,2562215,B+,POSITIVE,Rachel Wagner,http://resizing.flixster.com/fgmlaXrxs46Gfr3tFWUkZwmqZf8=/128x128/v1.YzszMjU3O2o7MTkxNzA7MjA0ODszMDA7MzAw,rachel-wagner,3346,rachelsreviews.net
46,"Feb 13, 2019",True,False,False,False,https://patch.com/virginia/reston/indie-film-spotlight-call-me-your-name,"It is a lyrical, mesmerizing, experience at the cinema that numbers among the best movies of the year.",2558392,A,POSITIVE,Leslie Combemale,http://resizing.flixster.com/QBvS-tBBxj6qRuiLo6V4aO4Kf10=/128x128/v1.YzszMTk3O2o7MTkxNzA7MjA0ODszMDA7MzAw,leslie-combemale,2414,Patch
47,"Jan 30, 2019",True,False,False,False,https://thejamreport.com/2017/10/13/review-call-me-by-your-name/,An utterly triumphant work of art.,2552794,5/5,POSITIVE,Doug Jamieson,http://resizing.flixster.com/id6B9gT22QGrH1KDUFeTC-jy2aU=/128x128/v1.YzszMTMzO2o7MTkxNzA7MjA0ODszMDA7MzAw,doug-jamieson,3187,The Jam Report
48,"Jan 29, 2019",True,False,False,False,https://culturedvultures.com/call-name-review/,"Call Me By Your Name resembles the passionate love story it depicts in many ways. It's one of those breathtaking cinematic experiences which demands to be called a ""film"" rather than a ""movie.""",2552620,9/10,POSITIVE,Andrea Thompson,http://resizing.flixster.com/c3PCYIaMp66yI-wPFbd91gAqDBk=/128x128/v1.YzszMjczO2c7MTkxNzA7MjA0ODsxNTA7MTUw,andrea-thompson,2920,Cultured Vultures
49,"Jan 24, 2019",True,False,False,False,https://jumpcutonline.co.uk/call-me-by-your-name/,A stunning film - a sensual feast filled with desire.,2550359,5/5,POSITIVE,Fiona Underhill,http://resizing.flixster.com/QWrEkH1sCj3o5xtCUYIOI8-exFk=/128x128/v1.YzszMjQ2O2o7MTkxNzA7MjA0ODszMDA7MzAw,fiona-underhill,3252,JumpCut Online
50,"Jan 19, 2019",True,False,False,False,http://www.cinemastlouis.org/lens/review-call-me-by-your-name,"Guadagnino's film looks like idealized young love feels. It's as warm, lush, and timeless as a sacred Apollonian grove.",2549651,B+,POSITIVE,Andrew Wyatt,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,andrew-wyatt,3298,The Lens
51,"Jan 19, 2019",True,False,False,False,https://enfilme.com/resenas/en-pantalla/llamame-por-tu-nombre,"Guadanigno is not interested in creating a story about sin, but rather one about joy, goodbyes and the loss that involves love. [Full Review in Spanish]",2549409,4.5/5,POSITIVE,Luis Fernando Galván,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,luis-fernando-galvan,2643,En Filme
52,"Jan 18, 2019",True,False,False,False,http://iris.theaureview.com/film-review-call-me-by-your-name-is-a-loving-and-fruitful-experience/,"Call Me By Your Name is a masterfully told story about first love, hidden sexual desire and coming-of-age experiences capped with great performances, immersive production values and nuanced direction that will surely dazzle the eyes and warm your heart.",2549077,4.5/5,POSITIVE,Harris Dang,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,harris-dang,3188,The AU Review
53,"Dec 22, 2018",True,False,False,False,https://www.thedigitalfix.com/film/content/84519/lff-2017-call-me-by-your-name/,"Guadagnino creates a perfectly judged atmosphere of melancholy, longing, tranquillity and inner turmoil as the heat of the summer engulfs Elio with a rising attraction to Oliver.",2543573,9/10,POSITIVE,Lewis Knight,http://resizing.flixster.com/mn56OpDdy13TUJK4hTcg8XWHZhU=/128x128/v1.YzszMjMzO2o7MTkxNzA7MjA0ODszMDA7MzAw,lewis-knight,3149,The Digital Fix
54,"Dec 21, 2018",True,False,False,False,https://www.whatiwatchedtonight.co.uk/call-me-by-your-name,"It's charming, it's pleasing, it's a bit sexy, it takes apricots to places they've never been before - but it's a strong movie with wonderful messages, subtexts and delivery.",2543050,8/10,POSITIVE,Matt Hudson,http://resizing.flixster.com/noQehjiobTcIPEQqVcRBCTWakbg=/128x128/v1.Yzs0MDA5O2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-hudson-23219,3181,What I Watched Tonight
55,"Dec 7, 2018",True,False,False,False,https://attitude.co.uk/article/call-me-by-your-name-review-a-stunning-coming-of-age-tale-that-will-go-down-in-gay-cinema-history-1/16169/,A stunning coming-of-age tale that will go down in gay cinema history.,2530056,5/5,POSITIVE,Joe Passmore,http://resizing.flixster.com/cQF985RRNTg9mrDKBdBY9XLY85s=/128x128/v1.YzszOTQwO2o7MTkxNzA7MjA0ODs0MDA7NDAw,joe-passmore,3239,Attitude
56,"Dec 7, 2018",True,False,False,False,http://www.dearcastandcrew.com/content/2018/1/8/call-me-by-your-name.html,"By the end of the film, when Michael Stuhlbarg delivers what is surely one of modern cinema's most achingly beautiful monologues, I was a puddle.",2538318,5/5,POSITIVE,Di Golding,http://resizing.flixster.com/HP2YIVGdDx-f5Ehz__a4WxwqE4o=/128x128/v1.YzszMTkzO2o7MTkxNzA7MjA0ODszMDA7MzAw,di-golding,3286,Dear Cast and Crew
57,"Nov 6, 2018",True,False,False,False,https://cinematicconsiderations.com/2018/02/04/call-me-by-your-name-love-is-love-is-love-in-italian-drama/,"Guadagnino delivers one of the year's most striking, eloquent films... Each moment feels pulled out of a different era, transporting viewers in a way only cinema masters can.",2528906,,POSITIVE,Matt Ward,http://resizing.flixster.com/A12BPEYVgGjUP23QQhGuOjuOzXE=/128x128/v1.YzszMTI1O2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-ward,3176,Cinematic Considerations
58,"Nov 1, 2018",False,True,False,False,https://silverscreenriot.com/theaters-call-name/,"Gorgeous to look at but with a barebones plot that struggles to keep things chipping along and some questionable statutory dilemmas, I found myself hovering on the edge of attention when I should have been diving in head first.",2526638,C+,NEGATIVE,Matt Oakes,http://resizing.flixster.com/ZudtQ0reG_BdMeTaP64GtwKtf5k=/128x128/v1.YzszMTU0O2o7MTkxNzA7MjA0ODszMDA7MzAw,matt-oakes,3261,Silver Screen Riot
59,"Nov 1, 2018",True,False,False,False,https://www.mediaversityreviews.com/film-reviews/2018/1/9/call-me-by-your-name,"Call Me By Your Name has been marketed as a gay romance, yet less overt is its inclusion of Jewish culture.",2526408,C+,POSITIVE,Li Lai,http://resizing.flixster.com/SZS7N8zkl7q2FsKai84ODtnCoVU=/128x128/v1.YzszMDgxO2o7MTkxNzA7MjA0ODszMDA7MzAw,li-lai,3166,Mediaversity Reviews
60,"Oct 31, 2018",True,False,False,False,https://ianthomasmalone.com/2018/01/call-me-by-your-name-is-an-unapologetic-celebration-of-emotion/,Call Me By Your Name is an unapologetic celebration of emotion.,2525220,,POSITIVE,Ian Thomas Malone,http://resizing.flixster.com/gaE2KqWVAgBBi_9ZuEbW9ZNW-BE=/128x128/v1.YzszODQ2O2o7MTkxNzA7MjA0ODszMDA7MzAw,ian-thomas-malone,3232,Ian Thomas Malone
61,"Oct 31, 2018",True,False,False,False,https://www.geek.com/movies/moviebob-review-call-me-by-your-name-1729512/,"An observational character piece that's meant to be experienced in terms of visual beauty, erotic charge and thoughtful contemplation on the intensity and brevity of youth and love.",2524923,3,POSITIVE,Bob Chipman,http://resizing.flixster.com/w53kSU4GPSAinTKUdTXnPBz_OuY=/128x128/v1.YzszMTYyO2o7MTkxNzA7MjA0ODszMDA7MzAw,bob-chipman,3220,Geek
